iter	Huber:delta=3000
218	0.004739855545
219	0.004725112222
220	0.00469565723
221	0.004670834778
222	0.004639886472
223	0.004603039028
224	0.004573959128
225	0.004569732102
226	0.004545017824
227	0.004533268708
228	0.004504228659
229	0.004500339608
230	0.00447834408
231	0.0044600508
232	0.004440063373
233	0.00442827434
234	0.004409998072
235	0.00437540977
236	0.004347243774
237	0.004343936093
238	0.004326038862
239	0.004322925316
240	0.004296036324
241	0.004268874562
242	0.004244193041
243	0.004218975037
244	0.004216135924
245	0.004203941502
246	0.004184150958
247	0.004164772719
248	0.00414561612
249	0.004136581481
250	0.004133974838
251	0.004121213036
252	0.004103388081
253	0.004080799457
254	0.004057648433
255	0.00404354103
256	0.004026706057
257	0.004024299331
258	0.004006939339
259	0.004004658682
260	0.003982202352
261	0.003965094375
262	0.003945556053
263	0.003935940151
264	0.003922087088
265	0.003893886441
266	0.003885494999
267	0.003866723351
268	0.003847314405
269	0.003821337861
270	0.003797906475
271	0.003777453875
272	0.003756786392
273	0.003740629077
274	0.003721087373
275	0.003694755043
276	0.003675139685
277	0.003660389915
278	0.00363763891
279	0.003611866112
280	0.003592842173
281	0.003591518497
282	0.003568563717
283	0.003567286267
284	0.003557844949
285	0.003556623476
286	0.00355544439
287	0.003554304835
288	0.003544221947
289	0.003527481813
290	0.003507706337
291	0.003493712817
292	0.003486044686
293	0.003463102139
294	0.003461005454
295	0.003444708051
296	0.003427437429
297	0.003405806333
298	0.003396820886
299	0.003394912644
300	0.003378311885
301	0.00337729568
302	0.003370868031
303	0.00336076985
304	0.003351375434
305	0.003323093265
306	0.003322151616
307	0.003310763708
308	0.003297155123
309	0.003276625281
310	0.003271648475
311	0.003262317795
312	0.003242771297
313	0.003227936925
314	0.003207861839
315	0.003187529804
316	0.003176146394
317	0.003159735304
318	0.003144433938
319	0.003132655111
320	0.003124466273
321	0.003106365875
322	0.003104739736
323	0.0030945423
324	0.003089042075
325	0.003078064723
326	0.003077120573
327	0.003070748396
328	0.003056574
329	0.003045910866
330	0.003040065855
331	0.003022523115
332	0.003010127874
333	0.003004501681
334	0.002988809878
335	0.002976485212
336	0.002975545123
337	0.002959471524
338	0.002944760464
339	0.002935733147
340	0.002934841549
341	0.002923589455
342	0.002911336144
343	0.002909886447
344	0.002908857384
345	0.002889697442
346	0.00287829673
347	0.002863149579
348	0.002845867265
349	0.002839598779
350	0.002834469509
351	0.002825372779
352	0.002810241204
353	0.002799875678
354	0.002784739701
355	0.002769958182
356	0.002769149092
357	0.002757267928
358	0.002747337994
359	0.002728487403
360	0.00272772091
361	0.002726988004
362	0.002714391063
363	0.002713907697
364	0.00270793393
365	0.002693164382
366	0.002692700188
367	0.002687709972
368	0.002675911064
369	0.002666422603
370	0.002651348654
371	0.002650907367
372	0.002650480215
373	0.002640171232
374	0.002639758681
375	0.002625971916
376	0.002624198859
377	0.002622524628
378	0.002603590909
379	0.002586870516
380	0.00257965131
381	0.002575965608
382	0.002572518109
383	0.002559578742
384	0.002553949008
385	0.002553148479
386	0.00254985573
387	0.002545135387
388	0.002536555109
389	0.002535801267
390	0.002535078173
391	0.002528662631
392	0.002517607087
393	0.002516909991
394	0.002516238855
395	0.002515591491
396	0.002502222997
397	0.002501595808
398	0.002500989137
399	0.002500401503
400	0.002499831609
401	0.002491436835
402	0.002478153482
403	0.002477599752
404	0.002477061955
405	0.002461231507
406	0.002446544877
407	0.002437166421
408	0.002424085852
409	0.002423561385
410	0.002423051415
411	0.002417942293
412	0.002410866109
413	0.002407633371
414	0.002403654509
415	0.002392356022
416	0.002378975575
417	0.002371067977
418	0.002359249713
419	0.002346480835
420	0.002335594344
421	0.002329987673
422	0.002320271525
423	0.002308654504
424	0.002297998346
425	0.002286181661
426	0.002276421971
427	0.002266357878
428	0.002257456017
429	0.002246788139
430	0.002244200571
431	0.002234177123
432	0.002226339525
433	0.002217965247
434	0.002207841023
435	0.00220437385
436	0.002198001478
437	0.00219309403
438	0.002183862654
439	0.002180053747
440	0.002176624477
441	0.002171017408
442	0.002165572383
443	0.002159519876
444	0.002150315196
445	0.002143941996
446	0.002134561708
447	0.002125905602
448	0.002119929465
449	0.002114129237
450	0.0021138249
451	0.002111214365
452	0.002107641442
453	0.00210442871
454	0.002096564437
455	0.002092864365
456	0.002090669016
457	0.002088548275
458	0.002081633563
459	0.002072049084
460	0.002062355808
461	0.002056951826
462	0.002051735547
463	0.002048443912
464	0.002040725833
465	0.002032612526
466	0.00202449393
467	0.002016581313
468	0.002008725285
469	0.002006315245
470	0.002000920935
471	0.001999751927
472	0.001990713199
473	0.00198470902
474	0.001979124586
475	0.001978039409
476	0.001977696285
477	0.001977366563
478	0.001975120575
479	0.001971811913
480	0.001961570203
481	0.001956172888
482	0.001948511653
483	0.001947963285
484	0.001947091386
485	0.001935423536
486	0.001929622726
487	0.001922851637
488	0.001921944083
489	0.001914600141
490	0.00190680841
491	0.001896826753
492	0.00189597744
493	0.001888802203
494	0.001879541735
495	0.001872776675
496	0.001872148071
497	0.001869038274
498	0.001861361393
499	0.00185908468
